"name","ID","link","recommend","liked","disliked","experience","comment"
"Смартфон Meizu M5s 32GB Gold","d78bfb91bbf658d574865649f66acfd1","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m5s-32gb-gold/","рекомендує цей товар","Ккрасивые дизайн, довольно мощный, удобное и понятное меню, хорошо лежит в руке","Через год пользования начал подглючивать-отключаеться сам по себе, камера ниочем","рік і більше","В принципе телефоном была довольна, понятно что камеру тут на твердую тройку, исключение когда фотографируешь днем на улице, зато очень шустрый, достаточное количество памяти да и просто красивый. Но вот чуть больше чем через год пользования начал жить своей жизнью-отключаеться и сразу включаеться сам по себе, иногда во время телефонного звонка, что нервирует."
"Смартфон Meizu Pro 7 4/64GB Black","99a49e07a98b7e37b2c8055c7f49948d","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-pro-7-64gb-black/","не рекомендує цей товар","Экран.Звуковая система.Камера.Корпус(материал","Срок работы батареи.Отсутствие NFC модуля","рік і більше","Телефоном доволен, но срок работы батареи немного хромает при активном режиме работы."
"Смартфон Meizu 16 6/64GB Black","5de6169614ca132fef9bfe42db5d51f2","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-16-664gb-black/","рекомендує цей товар","Швидкий! Ігри не граю, для базових додатків і процесів - літає. Екран безрамковий реально. Дуже жирна вібрація (правда в Нокії мені ще більше сподобалась). Є вихід під мініДжек - це чудово. Тримає заряд класно, було 10% - включив режим збереження, так він ще 5 годин на дзвінках працював і залишилось 4%. Камера, хоч і не айшон, але після Мейзу 5 - величезне задоволення. Дуже ергономічний (без чехла","Поки все чудово","кілька тижнів",""
"Смартфон Meizu 15 Lite 4/32GB Gold","fa5f08bb57417bda91b50d9f111e61e1","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-15-lite-432gb-gold/","рекомендує цей товар","Дизайн, красочный IPS дисплей, звук, вибро","Все нравится","кілька годин","За такие деньги вы качественней телефона не найдете. Раньше косо смотрел на Мейзу, а теперь даже чуток жалею, что не пользовался их телефонами раньше."
"Смартфон Meizu M6 Note 4/64GB Silver","b4b14c258e5bcb9ebf814e13cb027888","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-note-464gb-silver/","рекомендує цей товар","Швидкість.Зручний дизайн.2 дні роботи від зарядки.Ціна 140$ за китайську версію.2 основні камери.Face id","відсутність NFC","кілька місяців","За ці гроші, гарний смартфон, радий що встиг придбати пів року тому, поки 4/64 ще були в наявності в багатьох магазинах.
2 дні від одної зарядки при середніх навантаженнях користування, це приємний бонус, в порівнянні з минулим смартом М2 mini, коли при таких же навантаженнях він ледве витримував один день.
На Flyme 7 з'явилась функція Face id, яка дуже сподобалась, тепер не має необхідності у відбитках пальців, хоча й ця функція також працює.
GPS супутники знаходить швидко, навіть у приміщенні. 4G також видає пристойну швидкість
Не знаю хто на сьогоднішній день купляє 16Гб вбудованої пам'яті, якщо в мене за пів року вже 45% від 64Гб забито, при цьому 7 Гб займає сама система.
З початку думав що 5.5"" це забагато та не буде вміщатись у кишені, але ні, все нормально, вже звик.
Ігри йдуть без лагів, дякуючи 4Гб пам'яті та 8 ядрам від квалкома, одного разу помітив що трохи нагрівся біля фронтальної камери після години гри, інформація по датчику показала 48 градусів.
Якість звуку, як завжди приємно радує у Мейзу, тут все стабільно добре, як розмовний динамік, так і в навушниках при прослуховуванні музики.
Навіть попри те, що зараз мода на безрамкові девайси, мені подобається саме багатофункціональна кнопка, звик до неї по попередній моделі Мейзу"
"Смартфон Meizu M5 Note 32GB Silver","ea51297bd1755630d39572e8689bb52f","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m5-note-32gb-silver/","рекомендує цей товар","соотношение сторон экрана 16:9 , разрешение экрана 1920*1080, цена скорость работы, 5 ГГц -вай-фай и скорость работы вай-фай на обоих частотах потрясная. Быстрая зарядка. Время автономной работы , например при просмотре видео по вай-фай 13 часов. За такие деньги камера ниче так. Лучиший бюджетный смарфон с нормальным экраном 16:9 5,5","нет такого . Ну если придираться то в режиме ""в самолете"" и при выключенном телефоне будильник НЕ срабатывает","кілька місяців","как для телефона 2016 года ничем не хуже сегодняшних бюджетников 2018-2019 годов от Любых других брендов. Чесный Экран 16:9 на котором удобно смотреть видео, в этом Мейзу нету полос по боках, которые есть в новомодных форматах типа 18:9 или 21:9 и прочих. Большая проблема купить адекватный НОВЫЙ смартфон с соотношением 16:9, 18:9 или еще хуже 21:9 делает полосы по боках видео и РЕАЛЬНЫЙ размер видео часто меньше или равен таковому в 5,5"" если и менять Мейзу на что-то , то только на Xiaomi Mi Max 2 ( 6,44"") или Meizu 15 Plus ( 5,95"" Роздільна здатність: 2560x1440 )"
"Смартфон Meizu M6 Note 4/64GB Black","93a1c963797c95bfffe556229298d28e","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-note-464gb-black/","рекомендує цей товар","Дизайн, камера, аккумулятор, быстрая зарядка","Стекло можно поцарапать","рік і більше","Примеры ночных фото"
"Смартфон Meizu 15 4/64GB Black","5313b835fe007fe695688b981a768e22","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-15-464gb-black/","рекомендує цей товар","Внешний вид, ничего не тормозит, не греется, экран отличный, удобная авторегулировка яркости. Батареи хватает на 1.5 дня, нормально. Быстрая зарядка","Сырой и не удобный софт - пришлось ставить много сторонних программ: лаунчер, почта, звонилка/контакты и т.д. Во время разговора спонтанно меняется громкость динамика - очень неприятный глюк","кілька тижнів","В целом удачный телефон."
"Смартфон Meizu 16th 8/128GB Black","6ca7afbac772ca2afe07b5d1f7dc5bb7","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-16th-8128gb-black/","не рекомендує цей товар","Дизайн без челки, звук по блютуз со всеми кодеками в связки с дорогими наушниками, нормальная автономность","Flyme, иногда просто не хочется им пользоваться изза глюков и сильной ограничености оболочки. Даже MIUI со своей встроенной рекламой и то меньше раздражала","кілька місяців","Пользуюсь около пяти месяцев как единственным смартфоном.
Технически он хорош: отличный дизайн, приятный экран, автономность на полный день, камера норм, полный набор бт кодеков на звук.
Но есть.огромный минус: flyme. Это довольно глючная оболочка со слабой кастомизацией. Будтье готовы тратить свое время на форумах решая проблемы казалось бы стабильной глобалки.
Напимер, вчера пришлось потратить весь вечер востанавливая нормальную работу смартфона после включения ночной темы, которая пришла с обновлением и все ушатала.
Девайс покупал у официалов. У всех моих знакомых с мейзу такое, просто многих это не беспокоит. Если готовы терпеть глюки - можно брать, если нет - рекомендую что-то более стабильное"
"Смартфон Meizu M6 Note 3/16GB Black","d19faebfe5cb6305e55eaad8fcf23261","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-note-316gb-black/","рекомендує цей товар","Батарея, звук внешнего динамика и звук в наушниках, камера, Flyme 7, производительность, быстрая зарядка","Слабая вспышка и фонарик, скользкий, быстро пачкается, олеофобное покрытие посредственное","кілька тижнів","Телефон в своем ценовом сегменте вне конкуренции, но есть свои 
нюансы на Flyme 7 при записи видео очень тихий звук на Flyme 6 звук нормальный но сам Flyme 6 тормознутее чем Flyme 7 и нет разблокировки по лицу. Версия 3/16 памяти маловато, кто не будет играть в принципе хватит. Нет возможности переноса приложений на SD card даже на устройстве с root. Flyme 7"
"Смартфон Meizu M6 2/16GB Silver","2cb12ba79049c8c16a31ebbb339a9279","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-216gb-silver/","рекомендує цей товар","Мне очень понравился данный телефон за свои деньги это лучшее што есть","Три месяца назад покупал точно такой, мне кажеться што тот экран был поярче, не могу утверждать точно потому что на этот сразу наклеил защитное стекло при покупке может быть стекло дало данный эффект","кілька місяців",""
"Смартфон Meizu M6 Note 3/16GB Blue","32ec1b81234775c6f7e04942242c6eed","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-note-316gb-blue/","рекомендує цей товар","Дуже автономний телефон, реально на повному заряді працює 2 доби. Яскравий екран, класна камера, по швидкодії непоганий також","Буває таке що телефон просто дико починає тупити, ззаду аж гарячий корпус","кілька місяців","Важаю, що за ці кошти телефон дуже класний, як варіант буджетного смартфону з класною камерою, оперативкою, та батареєю, то рекомендую."
"Смартфон Meizu C9 2/16GB Blue","f2aaea68972dbd153aca190877bf0e1b","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-c9-216gb-blue/","рекомендує цей товар","Цена..Огромный запас по яркости..Неплохая скорость работы интерфейса. Запуск и переключение между приложениями дискомфорта не вызывает..Удобно лежит в руке..Материалы корпуса не дорогие, но и каких то претензий к ним предьявить нельзя. .Место для двух симок, карты памяти и разьем 3.5 под наушники..Светодиод для уведомлений..Пленка на экране уже наклеена..Время работы, у меня 2 суток жил спокойно в режиме звонки-мессенджеры-включеный вайфай..Поддержка 4G","Фотографии в условиях плохого освещения конечно страшненькие..Скорости процессора скорее всего для модных игрушек хватать не будет..Дизайн без претензий..Как-то странновато работает моб. интернет..Некоторые странички медленно рендерит и подгружает","кілька днів","Купил почти случайно, в командировке умер мой пожилой самсунг. J7 (2015). Схватил самый дешевый вариант.
За свои деньги отличный девайс.
Единственный недостаток который раздражал это не слишком стабильная работа моб.интернета. Возможно показалось или просто так совпало."
"Смартфон Meizu M5 Note 32GB Gold","22fa1911b5edf3a74db8a97afa2afb08","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m5-note-32gb-gold/","рекомендує цей товар","ВАй-фай модуль на 2,4 ГГЦ отрабатывает супер по скорости. Размер 5,5"" и формат экрана 16:9 ! таких уже не делают :( у современных 21:9 при просмотре видео полосы по сторонах по пол санитметра, то есть в этом Мейзу информации и видео помещаеться больше или почти так же как в современных 6,2 -6,4"" но формата 21:9","не сумел вывести кнопку настройки сим карт ( вклвыкл ) в шторку . Почему-то настройка быстрой зарядки в само телефоне перестала что-то менять, Раньше можно было включать вылючать и был эффект телефон сильно грелся но заряжался быстрей, теперь положение ползунка не важно - нагрева нету зарядка 12 Вольт тоже не идет :( Такое впечетление что быстрая зарядка перестала работать, но это впечатление , так как раньше при быстрой зарядке сильно грелся , а потом перестал ... вот и чудо какое-то","кілька місяців","у данного смартфона самое лучшее соотношенеи цена качество и количество 3 Гб оперативки , 4 Г , вай-фай 5 ГГЦ, вай фай приличный между делом чувствительный и быстрый ! супер вай-фай модуль. Экран 5,5” 2.5D, 1920х1080 16:9 !!! это важно все видео 16:9. На таком экране как у этого смарфона видео большего размера чем у современных 6,2"" 21:9 . Самое то смотреть видеоролики на ютубах !"
"Смартфон Meizu M6T 3/32GB Red","27059b49e5bb6c11d9ada2b225abaeb3","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6t-332gb-red/","рекомендує цей товар","насичений колір, приємний екран, відмінна камера для своєї цінової категорії","При надмірно активному використанні швидко сідає батарея","кілька годин",""
"Смартфон Meizu M3s 16GB (Gray)","614d5c40d239b80a23fbf4c5f70d9943","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m3s-16gb-gray/","не рекомендує цей товар","Приятный внешний вид, удобно лежит в руке..Удобная операционная система Flyme..Сенсор отпечатка в кнопке..Батарея держит целый день","Очень медленно и со сбоями работает браузер и приложения соц сетей..Камера - если не редактировать самому, снимки на 3, плоские и не реалистичных цветов..Подтормаживает тачскрин, работает не точно","рік і більше","С момента покупки этого телефона с ним постоянно что-то происходит, сначала перестала работать кнопка Home - заменили, потом перестали работать приложения - перепрошили, пришла новая бета-прошивка и сама установилась, звонить было невозможно - снова перепрошили. Появились пятна на экране.. Всё в течении года!"
"Смартфон Meizu 15 Lite 4/32GB Black","8e474410a63df35ca01ae6a593a5a8c7","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-15-lite-432gb-black/","рекомендує цей товар","Хорошая камера,шустрый,время зарядки,дисплей","Мне не понравилось в меню раздел контакты,накрутили немного они,не очень удобно и родная клавиатура не совсем удобна","кілька днів","Но в целом,телефон хороший."
"Смартфон Meizu M6 3/32GB Black","8cc69cb9a82ea335dca4819342a73cc5","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-332gb-black/","не рекомендує цей товар","Є інтернет, розумний дотик, є плюсів достатньо загалом","Китайська версія операційної системи","кілька місяців","Оновив до 7-ї версії Flyme - в результаті залишилася тільки англійська і китайська мови, інтернет китайський, сервісів Google немає. Відніс у сервісний центр."
"Смартфон Meizu Pro 7 Plus 6/64GB Silver","0f782491aa578a3304875a417ee18cda","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-pro-7-plus-664gb-silver/","рекомендує цей товар","Качество сборки , внешний вид, Камера","Царапается легко задняя крышка","кілька годин",""
"Смартфон Meizu M5s 16GB Silver","9cf70d5e5bf6c92ba57842ee5d0546c4","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m5s-16gb-silver/","рекомендує цей товар","Отпечаток пальца оч удобный и быстрый, кнопка ""назад"" - касание ""домой"" тоже оч удобно. Дизайн. Быстрая зарядка это круто. OTG","Звук не громкий. Нет NFC. Нужно самому устанавливать все гугл приложения, включая Плей Маркет. Оболочка Flyme","кілька місяців","Отличный бютжетник, советую брать как первый смартфон."
"Смартфон Meizu M5 Note 32GB Grey","3ff2549333a2f47b572b1d7f37442ff3","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m5-note-32gb-grey/","рекомендує цей товар","Дизайн, камера, LTE, дисплей","В комплекте нет наушников, MediaTek Helio P10 слабенький, сравнительно быстро разряжается, прожорливый","рік і більше","Приложение больше адаптируют под процессоры от Qualcom а не под этот MediaTek."
"Смартфон Meizu 15 4/64GB Black","5313b835fe007fe695688b981a768e22","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-15-464gb-black/","рекомендує цей товар","Горный телефон","Ціна","кілька годин","Все добре, тільки дорого"
"Смартфон Meizu M6 Note 3/32GB Black","33d1e4ad1c2e0556c05133f446a17edc","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-note-332gb-black/","рекомендує цей товар","Отличный аккумулятор. Быстрая зарядка. Быстрый сканер отпечатков пальцев. Достаточно памяти. Хорошее железо","Ужасный микрофон. На звук с концертов не рассчитывайте, ничего не слышно (если есть бас). В первое время после покупки тупил тачскрин. Плохая стабилизация камеры","кілька місяців","Долго выбирал телефон. На мой взгляд это лучший выбор в данной ценовой категории."
"Смартфон Meizu M6s 3/32GB Gold","70ef195e82e70d4540ee4ccb0755c952","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6s-332gb-gold/","рекомендує цей товар","Порадовал дизайн и качество сборки-смотриться шикарно в рукe, ничeго нe люфтит, вид дорогого тeлeфона","Телефон быстро греется, боковые кнопки плохо нажимаются, камeра так сeбe","рік і більше","Телефоном пользуюсь год. В целом телефон не плохой, но есть много но... камера на 4, особeнно вeчeром плоховато фотаeт, батарею держит не плохо. Слабый сетевой модуль, в многих местах связь не ловит. Проблема с дисплеем, через год по краям появились белые линии, не понятно что это вообще. Сборка хорошая, в руке сидит отлично. Сам телефон греется, когда идет нагрузка и стоит на зарядке"
"Смартфон Meizu 15 Lite 4/32GB Black","8e474410a63df35ca01ae6a593a5a8c7","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-15-lite-432gb-black/","рекомендує цей товар","Дизайн, миниатюрность, качество видеосъемки и динамика","Нет замечаний","кілька годин","Будьте внимательны при приобретении защитных стекол. Стекла от Мeizu 15 и Мeizu 15 lite не совместимы. У них разное размещение датчика приближения."
"Смартфон Meizu M3 Note 16GB (Silver-White)","8fed5f0b36e23f6306e2d6afa447283b","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m3-note-16gb-silver-white/","не рекомендує цей товар","Емкая батарея, большой экран. Фотки получше чем у Ксяоми.Сравнивали наглядно","Не работает GPS модуль. Было куплено два телефона. Один вернули после двух ремонтов. Второй после одного ремонта периодически был GPS. И через полтора года пропал окончательно","рік і більше","Если Вас устраивает ограниченный функционал за эти деньги можно брать.
А так как мне нужен был полный функционал. То не рекомендую. Лучше бы продавали без GPS тогад все было бы честно"
"Смартфон Meizu M6 Note 3/32GB Black","33d1e4ad1c2e0556c05133f446a17edc","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-note-332gb-black/","рекомендує цей товар","Смарт - хороший, удобно лежит в руке. Экран яркий и информативный. Интерфейс- достаточно удобный для использования. Памяти достаточное количество","Несколько затруднена коммуникация с компьютером. Для переноса информации нужно представить соединение, как с камерой, а потом создать буферную папку, скажем, в ""картинках"", из которой потом требуемые файлы через менеджер программ и файлов перенести в удобное место памяти смартфона. Других замечаний нет","кілька днів",""
"Смартфон Meizu M5c 16GB Red","bef234310868fd411b5a43ca18c68b9d","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m5c-16gb-red/","рекомендує цей товар","Хороший смартфон, за свои деньги","Автономность работы","кілька місяців","Meizu M5c хватает для повседневной работы - звонки, интернет, почта, порадовал действительно экран - как для такой стоимости довольно насыщен -спокойно хватает для просмотра фильмов. В красном цвете - выглядит ярко - красиво.
Из недостатков - только автономность работы - смартфона хватает на один день - но не более."
"Смартфон Meizu Pro 7 Plus 6/64GB Gold","89be21538bb7e321cb6e15a2d5711f58","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-pro-7-plus-664gb-gold/","рекомендує цей товар","Шустрый. Отличная картинка","Быстро съедает батарею. В активном использовании хватает на полдня. Приходится таскать павербанк или постоянно дозаряжаться","кілька годин","Телефон, от которого я получаю сплошное удовольствие. Спустя год, когда навешано куча приложений - не теряет быстродействия. Функция автоматической адаптации яркости экрана под окружающее освещение - это класс."
"Смартфон Meizu M5 Note 32GB Grey","3ff2549333a2f47b572b1d7f37442ff3","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m5-note-32gb-grey/","рекомендує цей товар","подобається все","Неподобається тільки одне,сімка або карта пам'ті.Але це майже всі телефони так зараз роблять","рік і більше","Телефон супер.
Раджу всім.
Минулого року купив собі,дуже задоволений.
Цього року купив синові,такий самий."
"Смартфон Meizu 15 Plus 6/64GB Black","1abf414b378adb20a2b5b9ade47cb82c","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-15-plus-664gb-black/","рекомендує цей товар","Экран,очень хорош.Скорость работы,стабильность,плавность.Звук внешнего динамика .Звук в ушах.Очень удобное меню.Камера неплохая, при хорошем освещении на отлично.очень хорошо снимает ночью, есть режим поддержски ночной съемки","пока ничего","кілька місяців","Телефон супер, реально по характеристикам Samsung Note 8.
Камера очень хороша, при хорошем освещении фото получаются отличные . Очень хорошо снимает ночью, есть режим поддержски ночной съемки.Звук в наушниках тише чем в про 6+, но качество тоже. 
Звук внешнего динамиков очень громкий, лучше звука не слышал."
"Смартфон Meizu 15 Lite 4/32GB Gold","fa5f08bb57417bda91b50d9f111e61e1","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-15-lite-432gb-gold/","рекомендує цей товар","Пересмотрел все обзоры, прочитал все важные моменты, что есть на 4pda).Дизайн очень понравился, хотел смарт с 5.5' в минимальном корпусе. Качество дисплея отличное. .Быстродействие смартфона на высоте, ничего не лагает и не подвисает. Автономность отличная при батарее в 3000 махов, держит день спокойно, а благодаря m- charge всегда удобно подзарядить смарт за пол часика утром и вечером. В среднем заряд у меня на нем всегда в рамках 20-80%..Сканер отпечатков действительно самый маленький, когда открыл коробку и увидел смарт, был удивлен, вживую совсем не так как на фото и видео. Срабатывает и вправду мгновенно, может ошибаться, когда мокрые пальцы) .face unlock действительно очень полезная вещь, с момента когда она появилась в яблоках, был настроен крайне скептически, но тут, она круто реализована. Просто берешь смарт он просыпается и разблокирует мы, это удобно, теперь без этого никуда. Можно настроить иил отключить, типа чтоб не разблокировали, а если хозяина узнал, то показал оповещения на локскрине, а нет то и не увидит никто никаких подробностей - Четко...По камере, то она хорошая, не отличная, потому что большое фокусное расстояние, макро не поснимать, увы, но в остальном все отлично. Вспышка - яркая, освещает дорогу на темных участках без проблем. Фотам тоже помогает)..Вибро четкое, моторчик m-engine оч крутой, любой другой смарт с обычной виброй уже не то..Звук, это нечто, динамик просто как портативная колонка, никогда не расценивал смарт, как средство для прослушивания музыки с динамика, но 15 Lite - огонь в этом плане, в наушниках все тоже отлично...Это самые яркие впечатления от тела, в остальном все тоже на высоте, как то связь слышимость, короче стандартные функции в порядке..Качество сборки прекрасное, педанты будут в восторге, все отверстия, датчики итд размещены по фен-шую","Ничего не не понравилось, смарт с головой оправдывает свою стоимость. Цена-качество тут абсолютно в тему..Китайцы натупили и наделали бракованных стекол. Как итог, панацея это гидрогель. И скромный выбор чехлов, но соответствующий телефону, все же удалось найти","кілька тижнів","Стал почитателем Meizu благодарю данному девайсу. До этого был любителем Motorola. Считаю эти компании похожими в своих концепциях и уникальных решениях, которые они предлагают рынку, правда последние уже идут на поводу у трендов, а Meizu в 15 и 16 сохраняют лицо так сказать, без бровей)))."
"Смартфон Meizu M6 Note 3/32GB Black","33d1e4ad1c2e0556c05133f446a17edc","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-note-332gb-black/","рекомендує цей товар","625 Снепдрегон, 3 ""оперативы"", 32 постоянной, 4000 Мач аккумулятор! Смартфон работает шустро, интерфейс не лагает! Сканер отпечатка пальца работает хорошо! Двойная основная камера, как для этого ценового диапазона, снимает просто замечательно","Ругать его, учитывая ценник, смысла не вижу","кілька днів","Имхо, в данной ценовой категории,учитывая установленное ""железо"", ему просто нет равных! Даже среди братьев - китайцев! Купил за 3725 грн. глобальную версию, все Гугл сервисы на месте! На коробке также всё на английском! Изначально напрягло отсутствие евровилки в комплекте, но как выяснилось, это не критично! Оказывается на рынке присутствуют модели с окончанием L( нужен переходник), H( евровилка в комплекте)!Модель: M721H/M721L, обе международные! Азиатская версия - M721Q. В общем, резюмируя вышесказанное, к покупке данный смарт рекомендую однозначно! Свою цену он оправдывает, как никакой другой!"
"Смартфон Meizu M6 3/32GB Black","8cc69cb9a82ea335dca4819342a73cc5","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-332gb-black/","рекомендує цей товар","Кнопка mTouch.Датчик отпечатков пальцев","Батерея могла быть и лучше","кілька тижнів","Отличный телефон за свои деньги. Лучше я не нашел. Обожаю кнопку mTouch - очень удобная вещь. После неё другими телефонами пользоваться неудобно."
"Смартфон Meizu 16th 6/64GB Black","859b4316a76cce6e7fabd23398ada027","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-16th-664gb-black/","рекомендує цей товар","1-дизайн.2-сканер в экране.3- наличие Джека для музыки.4- отсутствие челки.5- топовый Чип ( на момент выхода).6- цена/качество","1- задняя часть из стекла","кілька днів","На данный момент лучший телефон который есть на рынке"
"Смартфон Meizu M6 Note 4/64GB Black","93a1c963797c95bfffe556229298d28e","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-note-464gb-black/","рекомендує цей товар","Почти всё понравилось","Иногда неактивные приложения сильно кушают батарею и он греется. Приходится следить за активностью приложений","рік і більше",""
"Смартфон Meizu M6T 2/16GB Black","f4c6b70576ee68b7525071a030e7cf8a","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6t-216gb-black/","рекомендує цей товар","Скорость,дизайн,цена","Дисплей,время работы","кілька тижнів","Если не придираться,то телефон вполне хороший.единственный момент,заряда батареи хватает не на долго,грубо говоря сутки и яркость дисплея могла бы быть ярче"
"Смартфон Meizu M6 Note 4/64GB Black","93a1c963797c95bfffe556229298d28e","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-note-464gb-black/","рекомендує цей товар","Пользуюсь телефоном чуть больше двух месяцев. Батарея держит отлично. Часто приходиться использовать навигатор. Отлично себя зарекомендовал. Даже без интернета часто выручал. В игры не играю. Потому сказать ничего не могу. Как-то в течении 3 часов устанавливал и удалял разные программы. Телефон нагрелся немного в верхней части. Мейзу 5 нот у товарища, греется сильнее. Камера устраивает. Правда я еще с макро сьемкой не могу разобраться. Мейзу 5 в этом плане лучше снимает мелкий шрифт. Хотя возможно я не разобрался. Звук отличный. Сигнал звонка громкий. Иногда приходится и приглушать, чтоб не мешал коллегам","Закругленный экран по краям. Поэтому защитное стекло на него поставить не получится. Или же получится с кромкой по бокам. Учитывая что, мой в чехле, мне не мешает. Во включенном виде практически полоски (где стекло не прилегает) не заметны. Без чехла, такое стекло будет за все цепляться краями","кілька місяців","Покупкой доволен. На счет игр, со временем проверю и допишу результат."
"Смартфон Meizu M3 Max 64GB (Gray)","073af306c058dd3fbee7e4b5102da522","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m3-max-64gb-gray/","не рекомендує цей товар","батарeя та вeликий обєм памяті","зависає постійно","рік і більше","брав для роботи в таксі, гeолокація погана, пeрeгрівається"
"Смартфон Meizu M5s 16GB Gray","acdd52c30494ffe404a24ebc9b79931b","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m5s-16gb-gray/","рекомендує цей товар","производительность - нормально, без тормозов.время между ""зарядками"" пару дней.чувствительный экран","дизайн - ничего особенного, обычный.камера - ничего особенного, обычная","кілька тижнів","считаю в своем сегменте достаточно бюджетным телефоном, за оправданную цену"
"Смартфон Meizu M6 Note 3/16GB Gold","69328c82e2b9d6eac7d152e53ff5c427","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-note-316gb-gold/","рекомендує цей товар","Ціна, екран, швидкість роботи, камера, батарея","Не виявила","кілька тижнів","За свою ціну дуже гарний, якісний телефон."
"Смартфон Meizu M5 Note 32GB Gold","22fa1911b5edf3a74db8a97afa2afb08","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m5-note-32gb-gold/","рекомендує цей товар","Підкупили ємкісна батарея, гарний яскравий дисплей","Flyme OS не припускає синхронізації з сервісами гугл як таку. Розроблено на базі відроїду, а комунікувати з ""предком"" не хоче. Дивно якось....Впритул не хотів бачити bluetooth-колонку Sony SRS-XB10. Після того, як відкотив назад на 6 і знову встановив сьому версію ОС, скинув налаштування колонки все-таки вони одне одного знайшли. Чому так - не можу знати, але це вже не перший пристрій, який чомусь не може без проблем встановити пару з простенькою колонкою... Хоча за всіма показниками проблем не повинно бути","кілька тижнів","Непоганий бюджетний варіант заміни вже застарілого пристрою. При помірних вимогах - саме те, що треба. З камерою прийдеться помучитись, щоб добитися від неї більш-менш зграбних фото."
