"name","ID","link","recommend","liked","disliked","experience","comment"
"Смартфон Google Pixel 6a 6/128GB Charcoal","f907eb140e79aedb4ac332b9a7dec407","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6a-6128gb-charcoal/","не рекомендує цей товар","Гарна камера і якість фото. Працює швидко. Після, інших смартфонів трішки не звичне меню та свайп ( спосіб переривання сторінок тощо","Відсутність розуму для навушників. Неможливість вимкнути звук фотографування. І найголовніше - батарея! Це мій біль. Батареї ледве вистачає на добу, а скоріше на 17 годин, бо на ніч доводиться вимикати щоб зберегти заряд. І це при тому, що вдень тел. Не користуюсь, тільки рази 4 перевірити месенджери, комусь відповісти, 2 рази перевірити особисту пошту, і жодного дзвінка. Мого старого самсунгу вистачало на такий самий час на 4 році роботи. Тепер доведеться окрім тел. Ще і важкій павер бенк таскати","кілька днів","Якби не батарея, то сміливо б рекомендувала"
"Смартфон Google Pixel 4a 6/128GB Just Black","379d6aad42a2c5986c975e704218ebcc","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-4a-6128gb-just-black/","рекомендує цей товар","Маленький, компактный, легкий","при сильном ветре один раз выпал из рук","рік і більше","это мой второй пиксель, очень доволен. буду брать еще гуглописелей"
"Смартфон Google Pixel 4 6/64GB Just Black","613ac8a7676f150b6806111c88ff13b9","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-4-64gb-just-black/","рекомендує цей товар","Розблокування виробником (багато кастом прошивок і ядер, які продовжують життя апарата на багато років).Екран 90Гц.Стеріо звук .Камера, яка ще може в 2023 році .""Чистий"" Android з завода (AOSP) .Маленькі розміри, дуже мало апаратів, які мають такі габарити і таку продуктивність.Підтримка телефона на гуглом, на багато років.Не гріється ( в чохлі, цього взагалі не помітно).Спеціальні риси, які доступні тільки для Pixel .Мб, кращий телефона по співвідношені ціна/продуктивність","Хотілося би більший акумулятор, але маленькі телефони, всі мають такі, тому б не відніс це до великих мінусів.Іноді багує Face ID, але то вже проблеми прошивки більше, ніж телефона","рік і більше","Поставив кастом ядро, яке подовжує життя телефона, майже на весь день (ну залежно, хто як користується). І ще дуже багато плюшок, які доступні для телефона з рутом. Добре тримає задачі у фоні. Оперативки хватає, як і самого процесора на сьогоднішній день."
"Смартфон Google Pixel 6 8/128GB Stormy Black","1ad6270ba1522d70aa03482e49b9fdf1","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6-8128gb-stormy-black/","не рекомендує цей товар","Прикольний дизайн, чистий андроїд і ніякої реклами..Шустра система та довольно якісні матеріали","Якість корпусу. Можливо це придирка, але як на мене щілина між задньою панеллю та ободом просто створена, щоб туди набивався бруд. .Батарея - це жах. За таку ціну можна було б поставити щось краще. О 18й зарядив телефон до 80%, на наступний день о 15й від заряду лишилось близько 40%. За цей час телефон сильно не навантажував і користувався близько 4-5ти годин. Слухав музику, користувався месенджерами..Комплектація викликає посмішку. Про блок живлення забули, зате чомусь поклали перехідник usb->usb c. Без нього я ніяк не прожив би","кілька днів","Ну таке. Своїх грошей не вартує. Якби була батарея покраще, то можна було б ще подумати. А так - бренд, не китаєць (хоча й робився в китаї) з довольно непоганою камерою та якістю матеріалів, оригінальним дизайном. І головне ніякої реклами і кучі стороннього софта."
"Смартфон Google Pixel 6a 6/128GB Charcoal","f907eb140e79aedb4ac332b9a7dec407","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6a-6128gb-charcoal/","рекомендує цей товар","хороший дизайн.- камера.- співвідношення ціна-якість","погано спрацьовує відбиток пальців для розблокування (хоча для входу з додатки все працює добре.- відсутнє розблокування по обличчю","кілька місяців",""
"Смартфон Google Pixel 7 Pro 12/128GB Hazel","8825bb263c117ea699b86967f9629db5","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-7-pro-12128gb-hazel/","рекомендує цей товар","Фото в багатьох сценаріях рве інші флагмани, приємна оболонка, збалансовані характеристики, класний дизайн","Дисбаланс динаміків, запис відео програє конкурентам, глюки в інтерфейсі","кілька місяців","Чудовий піксель, однак з оновленнями не став ідеальним. Багато дрібних моментів в оболонці, які псують загальне враження. Однак за свої гроші безальтернативне рішення."
"Смартфон Google Pixel 7 8/128GB Obsidian","a6baa5c78463071a8d9045a3c0ef3057","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-7-8128gb-obsidian/","рекомендує цей товар","Дуже крута камера, Чистий андроїд. Швидка система","Час роботи смартфону","кілька місяців","За свої гроші - це найкращий смартфон і камерофон 2022-2023 років. Дуже сподобалася якість цього пристрою та він є набагато кращим за той самий айфон, якщо брати систему\камеру.
По процесору звісно він не найкращий, але теж має гарні результати"
"Смартфон Google Pixel 6a 6/128GB Chalk","408235a3971356529c03f3bfc60720d8","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6a-6128gb-chalk-white/","рекомендує цей товар","Екран, батарея, процесор -все супер. В antntu - 760402 балів. Анімація вражає, це мій перший піксель і досвід користування стоковим Андроїд 13, але все набагато краще ніж я очікував. Акумулятор більше 7 годин екрану з постійно ввімкнений wifi та 4g","Немає","кілька тижнів",""
"Смартфон Google Pixel 6a 6/128GB Charcoal","f907eb140e79aedb4ac332b9a7dec407","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6a-6128gb-charcoal/","рекомендує цей товар","Користуюсь три місяці, телефоном задоволена..Пам'яті вистачає, швидкий, не висне, камера дуже добра","Деколи погано спрацьовує датчик відбитків пальців..Ще особисто мені не подобається один нюанс: в швидкому меню неможливо швидко перемкнути використання мобільного інтернету з однієї карти на іншу, для цього потрібно заходити в загальні налаштування і змінювати картку для використання мережі Інтернет","кілька місяців","Однозначно рекомендую.
Мілкі недоліки є у всіх моделях та марках, це справа звички. Переваг тут набагато більше."
"Смартфон Google Pixel 6a 6/128GB Charcoal","f907eb140e79aedb4ac332b9a7dec407","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6a-6128gb-charcoal/","рекомендує цей товар","Компактний розмір, чистий Android, гарний дизайн","Довга швидка зарядка","кілька тижнів","До цього користувався лопатою Xiaomi, в якого проблеми з датчиком наближення, купа сміття в ос, гнутий екран ( жах який незручний ). Після нього Pixel - суцільна насолода: чудова оптимізація, чиста ос, компактний розмір, крутий мінімалістичний дизайн. На форумах зустрічав багато скарг, і вже навіть засумнівався в покупці. Але все таки придбав. І, о диво! Ніяких багів (типу сильного нагріву, нечутливого сканера чи проблем з мережею) не виявив. Єдиний мінус - зарядка до 2 годин, але до цього я був готовий."
"Смартфон Google Pixel 6a 6/128GB Chalk","408235a3971356529c03f3bfc60720d8","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6a-6128gb-chalk-white/","рекомендує цей товар","Яркий и сочный экран (считаю что 90 и 120 герц это баловство, в реальной жизни, для доживания телефона до вечера, 90% людей пользуются 60 герцами).Хорошие тактильные ощущения..Отличная производительность.Поддержка гугл.Звук, вибро хорошие.Отличная связь, быстрый вайфай и блютуз..Отличная камера","Без чехла немного скользкий, но можно привыкнуть.6,1 дюйма экран, для меня не привычно большой. 5,8 было бы в самый раз..Не нашел как дублировать приложения если у тебя сим и есим (для работы нужно 2 Ватсапп","кілька місяців","До этого пользовался пикселем первого поколения, у него сдохла батарея. Решил поменять. Сам телефон до сих пор работает быстро и плавно, лучше большинства телефонов на рынке.
Не смотря на скудный комплект (телефон, кабель, скрепка) я радовался как ребенок.
Очень приятный и классный телефон. Быстрый, мощный и относительно не большой.
Для игр мне телефон не нужен, так что тут я вам ничего не скажу, но есть много видео в Ютубе. 
Для работы и повседневного использования я не знаю телефонов лучше чем пиксели."
"Смартфон Google Pixel 4a 6/128GB Just Black","379d6aad42a2c5986c975e704218ebcc","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-4a-6128gb-just-black/","рекомендує цей товар","Компактні розміри.Чистий андроїд.Чудова камера.Швидкодія","","рік і більше","Користуюся більше року, абсолютно задоволений покупкою
Дуже зручний для мене розмір"
"Смартфон Google Pixel 6 8/256GB Stormy Black","5c03c6d4ff6cc619111746ef967eaa25","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6-8256gb-stormy-black/","рекомендує цей товар","розумний т9 який виправляє тільки опечатки і не міняє слова, я його навіть не видаляв ..+ Камера..+ Мікро..+ Звук..+ Дуже турботливий телефон, навіть занадто. Вічно нагадує увімкнути безпечний режим, чи я не сам і тд...+ Не дає програмі дозволів за замовчуванням..+ Чистий андроїд","не дає вимкнути звук затвору камери, щоб ти не фоткав чужих людей в марші..- селфі камера виводить зображення без постобробки, хз чи це мінус, сказано що це із-за ші, але всерівно незвично..- як на мене, це повністю голі додатки, тобто кожен треба налаштувати, бо там нічого не дозволено. Треба зайти і розвішати дозволи...Щоб оновлювався навіть","кілька місяців",""
"Смартфон Google Pixel 6 8/128GB Stormy Black","1ad6270ba1522d70aa03482e49b9fdf1","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6-8128gb-stormy-black/","рекомендує цей товар","Отличная операционка, чистая, без рекламы итд.- Безумно шустрый","Немного хотелось батарею по лучше .- Камера на 4 из 5","кілька тижнів","Продал айфон 12 чтобы взять себе его. Этим всё, думаю,сказанно)))"
"Смартфон Google Pixel 6a 6/128GB Charcoal","f907eb140e79aedb4ac332b9a7dec407","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6a-6128gb-charcoal/","рекомендує цей товар","Надійний телефон, не глючить, пам'яті достатньо, гарний дизайн","Ні","кілька тижнів","Мені сподобався дизайн і функціональність, смартфон якісний і стильний, тому рекомендую до купівлі"
"Смартфон Google Pixel 4 XL 6/64GB Oh So Orange","f2d8606ed7354d031f39cd112b0f9cc7","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-4-xl-64gb-oh-so-orange/","не рекомендує цей товар","Зовнішній вигляд,.камера","усе інше..наполегливо не рекомендую телефони від гугла","рік і більше","трохи менш ніж три роки використання, за цей час:

- телефон став повільнішим
- періодичні збої роботи тач-сенсора (елементи на екрані поводяться спорадично, дьоргаються і все таке до перезавантаження телефона)
- батарея не тримає і доби
- додаток камери постійно ""падає""
- гугл скоротив термін підтримки і теперь дивайс застарілий і не отримує оновленнь
- гугл обмежив максимальну гучніть в навушниках (музику в шумному середовищі неможливо слухать)

не купляйте телефони від гугла
це середняковий девайс за флагманську ціну"
"Смартфон Google Pixel 7 8/128GB Lemongrass","ba8903a632877ef917d831d3b95db831","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-7-8128gb-lemongrass/","рекомендує цей товар","Дизайн, ергономіка, швидкість роботи, камера","Нема представництва в Україні, мало аксесуарів","кілька тижнів","Один з найкращих телефонів на даний момент, чудовий дизайн, 90гц екран, якісна камера, покупкою задоволений та рекомендую"
"Смартфон Google Pixel 3 4/64GB Just Black","253f598b1da3dce509f04ef326bcd8f6","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-3-464gb-just-black/","рекомендує цей товар","Крутая камера, голый андроид, качество сборки","Нет официального СЦ и торговой точки","рік і більше","Не ожидал от смартфона 6 летней давности такого качества фото и видео! Смартфон очень удобно лежит в руке, голый андроид, много обновлений по воздуху. Из несущественных недостатков - быстро садится батарея, большая моно-бровь."
"Смартфон Google Pixel 3 4/128GB Just Black","2e5c69ee060e209f19a3db7e7b40872b","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-3-4128gb-just-black/","рекомендує цей товар","Тонкий, удобный, монолитный, помещается в ОДНОЙ руке..Камера ОДНА, навороченная , но я ей не пользуюсь..Стереодинамики радуют звучанием..12-й Андроид на быстром проце (diablo не тянет), но ничего интересного в нем нет, miui удобней","Стереодинамики резонируют так, что весь телефон вибрирует, возможно из-за влагозащиты..Батарею бы сюда в два, три раза мощнее..Формфактор 18:9 длинноват, все видео же 16:9","кілька місяців","После Xiaomi неудобная ОС и батарея, но выбора просто нет, из 5-6 дюймовых только айфоны и sony(а там те же проблемы). Если нужна камера и компактность и не смущает батарея, то это лучший вариант."
"Смартфон Google Pixel 4a 6/128GB Just Black","379d6aad42a2c5986c975e704218ebcc","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-4a-6128gb-just-black/","рекомендує цей товар","Камера, экран, ПО","Пластиковый корпус","кілька місяців","Очень шустрое ПО, частые обновления, обещают 5 лет обновлений после покупки. Также порадовала камера, крутые снимки делает. Батарея при щадащем режиме выживает до суток, что также удивило=)"
"Смартфон Google Pixel 4a 5G 6/128GB Just Black","a0d25f5d50f328091e70bc95eaaabc45","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-4a-5g-6128gb-just-black/","рекомендує цей товар","дизайн, экран, скорость, интерфейс, аккумулятор","перегрев","рік і більше","Великолепный телефон, очень быстрый, с хорошей операционкой и обновлениями, отличная камера и время автономной работы.
На нем, всё еще доступна безлимитная загрузка фото и видео.
Из минусов: летом в жару при съемке перегревается и отключает часть функций пока не остынет.
Очень грустно, что эпоха Пикселей с безлимитом на облачное хранилище ушло начиная с 6й версии, это было основной причиной даже не рассматривать другие аппараты."
"Смартфон Google Pixel 2 XL 64GB Just Black","150de45937989db521e18465c1edbd80","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-2-xl-64gb-just-black/","рекомендує цей товар","камера, интерфейс, экран","","рік і більше","Отличное качество экрана, отличная камера, скорость работы, простой и надежный чистый андройд. Безлимитное хранилище фото-видео от Гугл.
Доволен телефоном на все 100. Обновил на 4a 5G только когда понадобился еще один телефон в семью.
Сейчас он продолжает работать у сына."
"Смартфон Google Pixel 6 8/256GB Stormy Black","5c03c6d4ff6cc619111746ef967eaa25","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6-8256gb-stormy-black/","рекомендує цей товар","Сучасний і класний телефон","Після Xiaomi MUI не вистачає клонування додатків","кілька днів",""
"Смартфон Google Pixel 4a 6/128GB Just Black","379d6aad42a2c5986c975e704218ebcc","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-4a-6128gb-just-black/","рекомендує цей товар","Компактність, дизайн, оригінальні гуглівські чохли, камера, нічна зйомка","Нічого не приходить до голови","рік і більше","Користуюся телефоном вже майже 2 роки. Дуже задоволений покупкою. Сподіваюсь, що гугл 7а чи 8а зробить теж компактним, щоб захотілося змінити"
"Смартфон Google Pixel 6a 6/128GB Sage","2bec45990c78880483e50252a8787ef2","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6a-6128gb-sage/","рекомендує цей товар","Камера, дизайн, розміри, швидкість роботи","Самсунгівский модем; постійні відвали мобільної мережі на Київстарі","кілька місяців","Телефон має відмінний дизайн, чудові розміри. Зараз складно знайти ""не лопату"", вибору майже немає. Це також і не компакт, але все ж таки компроміс з неадекватною тенденцією на величезні смартфони.
Екран чудовий. Якщо ви не знаєте, що так шим, то можете сміливо брати. 60гц відчуваються більш шустрішими, ніж ті ж самі 60гц на моделі 4а.
Телефон доволі слизький, тому носити його без чохла небезпечно. Але й ховати таку красу не хочеться. Фірмовий силіконовий чохол своїх коштів не коштує, тому обирайте щось на свій смак. Зараз є багато прозорих чохлів на аліку, можна замовити 2-3 шт та обрати те, що найбільше підійде.
Швидкість, чіткість та стабільність роботи дуже радує - це, поруч із камерою, основний критерій, заради якого телефон куплявся
Головний недолік - самсунгівский модем єксодус. Це сміття. Телефон не оптимізований під наші мережі, а розрахований на сучасне обладнання у тих країнах, де є офіційна підтримка даних смартів. З Київстаром (фізична сім) працювати неможливо. Постійні відвали мережі, знаки оклику на антенах, не працює мобільний інтернет майже зовсім. Водафон (є-сім) наче працює нормально. Інші оператори немає змоги перевірити. Прийшлося повернути проблемну сімку у старий телефон.
На другому фото спеціально замацав телефон, щоб показати, що він доволі маркий. Але мене це не бентежить."
"Смартфон Google Pixel 6a 6/128GB Chalk","408235a3971356529c03f3bfc60720d8","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6a-6128gb-chalk-white/","не рекомендує цей товар","Пиксель со своими фишками","Цена","кілька годин","это бюджетная модель, однако можно доложить 500-1000 грн и купить обычный Пиксель 6, в котором и экран 90 Гц, и оперативки больше, батарея, и камеры чуть лучше....."
"Смартфон Google Pixel 6 8/128GB Sorta Seafoam","8ce4b95807d4b25e78e023b4439360b6","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6-8128gb-sorta-seafoam/","не рекомендує цей товар","Камера топ, це все. І тільки стосовно фото","Батарея, дісплей, датчик відбитку пальця, мікрофон, баги прошивки","кілька днів","Брав за рекомендовану ціну, як другий телефон, до цього з андроідів були всі Oneplus, останній 8Т.

Відео пише погано, на рівні китайців, фото топ, взагалі, навіть на айфоні 13 гірше фото виходить, АЛЕ якщо на пікселі зробити кілька фото підряд, то він задумається і нагріється і все буде тормозити, бо кожне фото буде оброблятися.

Батарея взагалі тримає пів дня при тих сценаріях, де на айфоні два дні, та навіть Oneplus 8T тримає день де піксель пів дня.

Гріється дуже при звичайній роботі.

Багів багато у прошивці (купляв у лютому до війни, до війни і продав).

Екран жахливий, я реально бачу пікселі, на 1+8т чи на айфоні такої лажі немає. А ще 90ГЦ виглядають значно повільнішими ніж на айфоні 60, рвана анімація.

Відбиток пальца спрацьовує одна з 10 спроб. Дуже бісить. Навіть коли задаєш йому палець по кілька разів, все одно не впізнає його, блокується і вимагає ввести текстовий пароль.

Мікрофони погані, у рекламних відео показують, що при запису відео звук краще ніж на айфоні, але це не правда, наприклад я був у відрядженні і писав аудіо у телеграмі дружині, спочатку на айфон, потім на піксель, вона мені зразу пише ""це на піксель? дома послухаєш"" і я вже вдома порівняв: на айфоні при викликах і записі аудіо звук просто бомба, він кристально чистий, твій голос відокремлюється, шуму немає, на пікселі пишеться тупо весь звук потоком з усім фоном, що у тебе є. Жах, а це у телефоні вважай одне з основного.

Навіть за рекомендовану ціну це дуже дорого для нього, реально я б віддав за нього 250 доларів максимум при умові, що у мене буде основний телефон щось з топ сегменту.

Дуже-дуже переоцінений девайс.

PS У мене були Nexus 4, 5, 6 ото були топ свого часу, а зараз краще щось з Oneplus узяти."
"Смартфон Google Pixel 6 8/128GB Stormy Black","1ad6270ba1522d70aa03482e49b9fdf1","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6-8128gb-stormy-black/","рекомендує цей товар","Красивый дизай, новейшие обновления от гугл, шикарная камера, неплохая автономность","Стеклянный корпус","кілька тижнів","Долго искал замену своему старенькому хуавей мейт 9. По дизайну и габаритам очень похожа оказалась эта модель. В работе все отлично, багов в ПО не заметил."
"Смартфон Google Pixel 6 Pro 12/128GB Stormy Black","cc74ee8f6d0e1dd8c0568cac2627bd8b","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6-pro-12128gb-stormy-black/","не рекомендує цей товар","камера, голий андроїд, своєчасні оновлення (лол ...) без чохла виглядає офігенно","автономність після 4 XL не вражає, заокруглений дисплей, баги в прошивці, слизький без чохла, нагрів під час зарядки (якщо користуватись в цей час","кілька місяців","телефон не рекомендую, принаймні на 30.04.22. користуюсь більше місяцю, до цього був 4 XL, є певні баги в прошивці, не працюють сімки деяких операторів (телефон оф неверлок з єс). Дисплей, просто хороший, не кращий за самсунг чи інші флагмани але й не гірший, камера ... просто краща ) нові можливості типу вирізання об'єктів ще сируваті, але в загальному супер ! хоча відео айфон мабуть пише краще (в дружини 13 про). а s22 йде мимо. Стосовно багів, вони є не в 100% власників але з часом з'являються в більшості, в мене не працює Київстар (взагалі) Лайф більш менш ок, якщо курити форуми то є певні рішення які тимчасово допомагають. На зараз категорично не раджу до покупки !!! подумайте 1000 разів чи треба вам телефон без зв'язку ) це мій четвертий піксель але перший який розчарував ...

UPD : телефон продав, гугл тупо ігнорує проблеми .... автономність жахлива як була так і лишилась, тензор ... сира, проблеми з операторами й мережею, тупо розчарування :(( сумно казати але з дроід смартів 2021 року S21 Ultra/S21+ все ж топ."
"Смартфон Google Pixel 4 XL 6/128GB Just Black","1c2ccd23e98a2d6bdfeacb801e9fe8a7","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-4-xl-128gb-just-black/","рекомендує цей товар","Все что есть в этом телефоне это доведено практически до идеала если не до идеала. Камера снимает великолепно в любых условиях, светло или темно или света вообще практически нет он все равно видит. Алгоритмы Гугла прям очень сильно тащат, фото выходят чёткими, контрастными и в целом очень качественными, так же можно снимать в RAW и вытянуть из фото ещё больше всего. В целом его возможностей хватает для комфортной съёмки даже в 2022 году...Скорость работы, он летает даже спустя несколько лет после выхода, а экран 90 герц делает взаимодействия с устройством ещё более приятным. Обновления его не тормозят, камера хуже снимать не стала спустя время, а все обновы приходят как отдельные кусочки, по этому можно даже самому решать что обновить, а что нет...Время автономной работы просто нормальное, не рекорды но и дискомфорта не вызывает. Быстрая зарядка есть на 18 ват и беспроводная на 10...Звук с динамиков отменный...Дизайн нужно видеть только вживую, на фото это вообще не то, в жизни он намного красивее чем на фото и рендерах в интернете","Хотелось бы ультра широкий объектив и быструю зарядку хотя б на 30 ват","рік і більше","Телефоном доволен, в целом железо современных смартфонов избыточно для программ которые сейчас есть на смартфонах, если бы большинство производителей не грешили замедлением своих устройств, то даже такая дрянь как iPhone, Samsung или Xiaomi служили бы лучше и дольше."
"Смартфон Google Pixel 6 8/128GB Stormy Black","1ad6270ba1522d70aa03482e49b9fdf1","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6-8128gb-stormy-black/","рекомендує цей товар","Телефон очень понравился во всем. Габариты не сильно большие, угловатый, брутальный, узнаваемый. Камера просто превосходная! Ночной режим шикарный! Дизайн задней части такого нету ни у одного телефона - выпирает сильно, сразу купил чехол caseology и забыл за это! Батарейка после последнего обновления начала жить с 7 утра до 23 ночи без игр(много звонков в течение дня, соц сети, мессенджеры, интернет, вайфай, почта..) esim подхватил быстро от Киевстар, вторая карта от лайфа вопросов по связи нету. Версия аппарата USA. Дисплей при отклонении в сторону еле еле заметная радужка - привык быстро. Яркость на максимальную не делаю так как ярче солнца скорее всего)) Тактильный вибромоторчик отдельная похвала! Мгновенный перевод в камере на любой язык туда и обратно. Плюшек много","Нет такого","кілька днів","Спасибо Google)"
"Смартфон Google Pixel 4a 6/128GB Just Black","379d6aad42a2c5986c975e704218ebcc","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-4a-6128gb-just-black/","не рекомендує цей товар","Жена захотела пиксель","Купили его за 13к грн пол года назад","кілька місяців","Месяц как назад что-то с основной камерой...аппаратная поломка, не глюк. Телефон не ронялся , не топился не обновлялся. Потом скинули к заводским,- не помогло. обновились -тоже самое. Еще гарантия есть. скоро будем нести. В интернете искал, все что нашел, так это при касании магнитом камеры(!) она оживает на 2-3 сек и снова тормоз ужаный...Сказать что телефон вау немогу. он ничем не лучше телефонов за 6-10к был, но жена захотела. Через месяц взяд себе LG G8 новый...так он по солиднее будет, держит долше, работает отлично. Экран бомба, фото не хуже...и стоит 6.5к грн. Я довольный как слон, а жена ...завидует теперь)))"
"Смартфон Google Pixel 6 8/128GB Stormy Black","1ad6270ba1522d70aa03482e49b9fdf1","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6-8128gb-stormy-black/","рекомендує цей товар","Отличный Андроид. Камера снимает достойно","Брак экрана. Когда включаю черную тему, странно меняется подсветка с правой стороны. В магазине сказали, так должно быть xD","кілька днів","Телефон мне понравился."
"Смартфон Google Pixel 2 128GB Kinda Blue","0ebd437c107ec3481982a4c20fe65026","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-2-128gb-kinda-blue/","рекомендує цей товар","Дизайн, скорость работы, дисплей, камера, это Google камон","Срок работы от аккумулятора, большие рамки сверху и снизу","кілька місяців","Отличный аппарат, я вам скажу! Даже по меркам 2021-2022 года, он все еще гораздо лучше, чем большинство среднебюджетных телефонов. 

По пунктам:
Камера - все еще делает сочные и красивые фото. А если и этого вам мало - добро пожаловать в мир модифицированных Гугл камер. 

Дизайн - мне нравится, вот лично мне. Наконец-то хоть какое-то разнообразие среди однотипных ""многоглазых"" смартфонов с точкам, огрызками посреди дисплея. 

Дисплей - яркий, сочный. Есть Always on Display. 

Скорость работы - на высоте, ничего не лагает, все работает шустро и плавно. В этом плане проблем никогда не было. 

Срок работы - аккумулятор тут слабое место, но зато есть быстрая зарядка и блок этой зарядки идет в комплекте. 

Компактность - по современным меркам это компактный смартфон, им удобно пользоваться и одной рукой. 

Приколюхи: 
Есть чувствительность к сжатию по бокам для вызова ассистента, стереодинамики на фронтальной части (не будете пальцем перекрывать звук при игре или просмотре), лазерная фокусировка, поддержка кодеков AAC, Aptx и Aptx-HD, чистый Android (почти, тут используется оболочка PE).

Резюмируя - устройство мне очень понравилось и менять я его буду разве что на Pixel 3/4. Крики про ""оверпрайс"" слушать не надо - телефон стоит своих денег чуть более чем полностью, а если вам дорого, то возьмите рефарб и будет вам цена вменяемая."
"Смартфон Google Pixel 2 XL 64GB Just Black","150de45937989db521e18465c1edbd80","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-2-xl-64gb-just-black/","рекомендує цей товар","Качество сборки, камера, хороший динамик","в 2022 году не будет актуальной версии Андроида","кілька місяців","Отличный телефон за свои деньги"
"Смартфон Google Pixel 4a 6/128GB Just Black","379d6aad42a2c5986c975e704218ebcc","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-4a-6128gb-just-black/","рекомендує цей товар","Розмір. Камера. Сканер. Швидкість і стабільність системи","Автономність","рік і більше","Досвід користування цими апаратами передбачає акумулювання значної кількості відгуків. Телефон спірний. Так, він не вартий тих грошей, які за нього хочуть. 350 баксів плюс податок його ціна. Веселка на екрані це мабуть найбільший недолік. Ну і 12 андроїд. Дуже багато багів. А ще автономність. На увесь день не вистачає. І це при використанні без іграшок чи заліпання в ютубчик. Месенджери, дзвінки, може хром. При чому, блакитний зуб просто виносить батарею. Камера. Тут не все так однозначно. Фотки круті і дуже якісні. Недоліків майже не мае. Іноді розмазує під час руху. В приміщенні чи ввечері фотає добре. Краще ніж деякі флагмани та айфон 11 (з іншими не порівнював). А от фронталка реальне ге. Есім на київстарі працює відмінно. Нфс, вайфай чи зуб не лагають (постійно користуюсь твс навушниками сяомі). Сканер працює швидко. Корпус під камерою трохи поскрипує. Є таке. У якості підсумку - за 350 $ купуйте. Дорожче мабуть, що не треба. Хоча настав той час, коли і вибрати не має з чого. Айфон з його оссю точно підійде не усім"
